0x0	0xe
0x202eB0x3a1eB0x326bB0x13680B0x1a08	0x2041B0x3a1eB0x326bB0x13680B0x1a08
0x2041B0x3a1eB0x326bB0x13680B0x1a08	0x204eB0x3a1eB0x326bB0x13680B0x1a08
0x201cB0x3a1eB0x326bB0x13680B0x1a08	0x202eB0x3a1eB0x326bB0x13680B0x1a08
0x202eB0x3a30B0x326bB0x13680B0x1a08	0x2041B0x3a30B0x326bB0x13680B0x1a08
0x2041B0x3a30B0x326bB0x13680B0x1a08	0x204eB0x3a30B0x326bB0x13680B0x1a08
0x201cB0x3a30B0x326bB0x13680B0x1a08	0x202eB0x3a30B0x326bB0x13680B0x1a08
0x3b53B0x13997B0x13680B0x1a08	0x3b67B0x13997B0x13680B0x1a08
0x3b67B0x13997B0x13680B0x1a08	0x3b70B0x13997B0x13680B0x1a08
0x3b4bB0x13997B0x13680B0x1a08	0x3b53B0x13997B0x13680B0x1a08
0x21a2B0x3b70B0x13997B0x13680B0x1a08	0x21d2B0x3b70B0x13997B0x13680B0x1a08
0x204fB0x3b89B0x13997B0x13680B0x1a08	0x2061B0x3b89B0x13997B0x13680B0x1a08
0x202eB0x3b95B0x13997B0x13680B0x1a08	0x2041B0x3b95B0x13997B0x13680B0x1a08
0x2041B0x3b95B0x13997B0x13680B0x1a08	0x204eB0x3b95B0x13997B0x13680B0x1a08
0x201cB0x3b95B0x13997B0x13680B0x1a08	0x202eB0x3b95B0x13997B0x13680B0x1a08
0x1f42B0x13bbaB0x13997B0x13680B0x1a08	0x1f610x1f42B0x13bbaB0x13997B0x13680B0x1a08
0x3469B0x329fB0x13680B0x1a08	0x3470B0x329fB0x13680B0x1a08
0x3484B0x329fB0x13680B0x1a08	0x348fB0x329fB0x13680B0x1a08
0x345fB0x329fB0x13680B0x1a08	0x3469B0x329fB0x13680B0x1a08
0x3479B0x329fB0x13680B0x1a08	0x3484B0x329fB0x13680B0x1a08
0x202eB0x3470B0x329fB0x13680B0x1a08	0x2041B0x3470B0x329fB0x13680B0x1a08
0x2041B0x3470B0x329fB0x13680B0x1a08	0x204eB0x3470B0x329fB0x13680B0x1a08
0x201cB0x3470B0x329fB0x13680B0x1a08	0x202eB0x3470B0x329fB0x13680B0x1a08
0x3a3fB0x3456B0x329fB0x13680B0x1a08	0x3a4cB0x3456B0x329fB0x13680B0x1a08
0x3a28B0x3456B0x329fB0x13680B0x1a08	0x3a30B0x3456B0x329fB0x13680B0x1a08
0x3a39B0x3456B0x329fB0x13680B0x1a08	0x3a3fB0x3456B0x329fB0x13680B0x1a08
0x202eB0x3a1eB0x3456B0x329fB0x13680B0x1a08	0x2041B0x3a1eB0x3456B0x329fB0x13680B0x1a08
0x2041B0x3a1eB0x3456B0x329fB0x13680B0x1a08	0x204eB0x3a1eB0x3456B0x329fB0x13680B0x1a08
0x201cB0x3a1eB0x3456B0x329fB0x13680B0x1a08	0x202eB0x3a1eB0x3456B0x329fB0x13680B0x1a08
0x202eB0x3a30B0x3456B0x329fB0x13680B0x1a08	0x2041B0x3a30B0x3456B0x329fB0x13680B0x1a08
0x2041B0x3a30B0x3456B0x329fB0x13680B0x1a08	0x204eB0x3a30B0x3456B0x329fB0x13680B0x1a08
0x201cB0x3a30B0x3456B0x329fB0x13680B0x1a08	0x202eB0x3a30B0x3456B0x329fB0x13680B0x1a08
0x358bB0x3285B0x13680B0x1a08	0x3592B0x3285B0x13680B0x1a08
0x35a6B0x3285B0x13680B0x1a08	0x35cfB0x3285B0x13680B0x1a08
0x3581B0x3285B0x13680B0x1a08	0x358bB0x3285B0x13680B0x1a08
0x359bB0x3285B0x13680B0x1a08	0x35a6B0x3285B0x13680B0x1a08
0x35dcB0x3285B0x13680B0x1a08	0x35e0B0x3285B0x13680B0x1a08
0x35e0B0x3285B0x13680B0x1a08	0x361bB0x3285B0x13680B0x1a08
0x35cfB0x3285B0x13680B0x1a08	0x35d4B0x3285B0x13680B0x1a08
0x361bB0x3285B0x13680B0x1a08	0x3621B0x3285B0x13680B0x1a08
0x202eB0x3592B0x3285B0x13680B0x1a08	0x2041B0x3592B0x3285B0x13680B0x1a08
0x2041B0x3592B0x3285B0x13680B0x1a08	0x204eB0x3592B0x3285B0x13680B0x1a08
0x201cB0x3592B0x3285B0x13680B0x1a08	0x202eB0x3592B0x3285B0x13680B0x1a08
0x3a3fB0x3578B0x3285B0x13680B0x1a08	0x3a4cB0x3578B0x3285B0x13680B0x1a08
0x3a28B0x3578B0x3285B0x13680B0x1a08	0x3a30B0x3578B0x3285B0x13680B0x1a08
0x3a39B0x3578B0x3285B0x13680B0x1a08	0x3a3fB0x3578B0x3285B0x13680B0x1a08
0x202eB0x3a1eB0x3578B0x3285B0x13680B0x1a08	0x2041B0x3a1eB0x3578B0x3285B0x13680B0x1a08
0x2041B0x3a1eB0x3578B0x3285B0x13680B0x1a08	0x204eB0x3a1eB0x3578B0x3285B0x13680B0x1a08
0x201cB0x3a1eB0x3578B0x3285B0x13680B0x1a08	0x202eB0x3a1eB0x3578B0x3285B0x13680B0x1a08
0x202eB0x3a30B0x3578B0x3285B0x13680B0x1a08	0x2041B0x3a30B0x3578B0x3285B0x13680B0x1a08
0x2041B0x3a30B0x3578B0x3285B0x13680B0x1a08	0x204eB0x3a30B0x3578B0x3285B0x13680B0x1a08
0x201cB0x3a30B0x3578B0x3285B0x13680B0x1a08	0x202eB0x3a30B0x3578B0x3285B0x13680B0x1a08
0x3b05B0x139deB0x13680B0x1a08	0x3b16B0x139deB0x13680B0x1a08
0x3b16B0x139deB0x13680B0x1a08	0x3b1eB0x139deB0x13680B0x1a08
0x1f26B0x3a64B0x139deB0x13680B0x1a08	0x1f3eB0x3a64B0x139deB0x13680B0x1a08
0x33c1B0x3af9B0x139deB0x13680B0x1a08	0x33c9B0x3af9B0x139deB0x13680B0x1a08
0x1f42B0x13b68B0x139deB0x13680B0x1a08	0x1f610x1f42B0x13b68B0x139deB0x13680B0x1a08
0x1f42B0x3a54B0x139deB0x13680B0x1a08	0x1f610x1f42B0x3a54B0x139deB0x13680B0x1a08
0x1f42B0x3b1eB0x139deB0x13680B0x1a08	0x1f610x1f42B0x3b1eB0x139deB0x13680B0x1a08
0x253dB0x3a8fB0x139deB0x13680B0x1a08	0x254bB0x3a8fB0x139deB0x13680B0x1a08
0x1f42B0x252fB0x3a8fB0x139deB0x13680B0x1a08	0x1f610x1f42B0x252fB0x3a8fB0x139deB0x13680B0x1a08
0x1f65B0x2523B0x3a8fB0x139deB0x13680B0x1a08	0x1f75B0x2523B0x3a8fB0x139deB0x13680B0x1a08
0x26d7B0x1bc4	0x26dfB0x1bc4
0x269dB0x1bc4	0x26a5B0x1bc4
0x26bbB0x1bc4	0x26c3B0x1bc4
0x26cbB0x1bc4	0x26d7B0x1bc4
0x294fB0x1bc4	0x295eB0x1bc4
0x27c6B0x1bc4	0x27cfB0x1bc4
0x202eB0x26a5B0x1bc4	0x2041B0x26a5B0x1bc4
0x2041B0x26a5B0x1bc4	0x204eB0x26a5B0x1bc4
0x201cB0x26a5B0x1bc4	0x202eB0x26a5B0x1bc4
0x202eB0x2689B0x1bc4	0x2041B0x2689B0x1bc4
0x2041B0x2689B0x1bc4	0x204eB0x2689B0x1bc4
0x201cB0x2689B0x1bc4	0x202eB0x2689B0x1bc4
0x202eB0x29bfB0x1bc4	0x2041B0x29bfB0x1bc4
0x2041B0x29bfB0x1bc4	0x204eB0x29bfB0x1bc4
0x201cB0x29bfB0x1bc4	0x202eB0x29bfB0x1bc4
0x2063B0x26adB0x1bc4	0x2075B0x26adB0x1bc4
0x204fB0x26f6B0x1bc4	0x2061B0x26f6B0x1bc4
0x208aB0x2703B0x1bc4	0x209dB0x2703B0x1bc4
0x209dB0x2703B0x1bc4	0x20adB0x2703B0x1bc4
0x2078B0x2703B0x1bc4	0x208aB0x2703B0x1bc4
0x208aB0x2719B0x1bc4	0x209dB0x2719B0x1bc4
0x209dB0x2719B0x1bc4	0x20adB0x2719B0x1bc4
0x2078B0x2719B0x1bc4	0x208aB0x2719B0x1bc4
0x1f42B0x136c9B0x1bc4	0x1f610x1f42B0x136c9B0x1bc4
0x20aeB0x136f6B0x1bc4	0x20b1B0x136f6B0x1bc4
0x20b1B0x136f6B0x1bc4	0x20b9B0x136f6B0x1bc4
0x2063B0x2730B0x1bc4	0x2075B0x2730B0x1bc4
0x1f42B0x13729B0x1bc4	0x1f610x1f42B0x13729B0x1bc4
0x20aeB0x13756B0x1bc4	0x20b1B0x13756B0x1bc4
0x20b1B0x13756B0x1bc4	0x20b9B0x13756B0x1bc4
0x202eB0x2746B0x1bc4	0x2041B0x2746B0x1bc4
0x2041B0x2746B0x1bc4	0x204eB0x2746B0x1bc4
0x201cB0x2746B0x1bc4	0x202eB0x2746B0x1bc4
0x1f09B0x2758B0x1bc4	0x1f22B0x2758B0x1bc4
0x208aB0x276fB0x1bc4	0x209dB0x276fB0x1bc4
0x209dB0x276fB0x1bc4	0x20adB0x276fB0x1bc4
0x2078B0x276fB0x1bc4	0x208aB0x276fB0x1bc4
0x244fB0x288eB0x1bc4	0x247cB0x288eB0x1bc4
0x204fB0x26dfB0x1bc4	0x2061B0x26dfB0x1bc4
0x1f42B0x29060x2689B0x1bc4	0x1f610x1f42B0x29060x2689B0x1bc4
0x25d0B0x28a7B0x1bc4	0x25e7B0x28a7B0x1bc4
0x25f7B0x28a7B0x1bc4	0x2635B0x28a7B0x1bc4
0x25e7B0x28a7B0x1bc4	0x25efB0x28a7B0x1bc4
0x1eb4B0x2635B0x28a7B0x1bc4	0x1ec7B0x2635B0x28a7B0x1bc4
0x2296B0x2656B0x28a7B0x1bc4	0x22adB0x2656B0x28a7B0x1bc4
0x2285B0x2656B0x28a7B0x1bc4	0x2296B0x2656B0x28a7B0x1bc4
0x22adB0x2656B0x28a7B0x1bc4	0x22b6B0x2656B0x28a7B0x1bc4
0x358bB0x27cfB0x1bc4	0x3592B0x27cfB0x1bc4
0x35a6B0x27cfB0x1bc4	0x35cfB0x27cfB0x1bc4
0x3581B0x27cfB0x1bc4	0x358bB0x27cfB0x1bc4
0x359bB0x27cfB0x1bc4	0x35a6B0x27cfB0x1bc4
0x35dcB0x27cfB0x1bc4	0x35e0B0x27cfB0x1bc4
0x35e0B0x27cfB0x1bc4	0x361bB0x27cfB0x1bc4
0x35cfB0x27cfB0x1bc4	0x35d4B0x27cfB0x1bc4
0x361bB0x27cfB0x1bc4	0x3621B0x27cfB0x1bc4
0x202eB0x3592B0x27cfB0x1bc4	0x2041B0x3592B0x27cfB0x1bc4
0x2041B0x3592B0x27cfB0x1bc4	0x204eB0x3592B0x27cfB0x1bc4
0x201cB0x3592B0x27cfB0x1bc4	0x202eB0x3592B0x27cfB0x1bc4
0x3a3fB0x3578B0x27cfB0x1bc4	0x3a4cB0x3578B0x27cfB0x1bc4
0x3a28B0x3578B0x27cfB0x1bc4	0x3a30B0x3578B0x27cfB0x1bc4
0x3a39B0x3578B0x27cfB0x1bc4	0x3a3fB0x3578B0x27cfB0x1bc4
0x202eB0x3a1eB0x3578B0x27cfB0x1bc4	0x2041B0x3a1eB0x3578B0x27cfB0x1bc4
0x2041B0x3a1eB0x3578B0x27cfB0x1bc4	0x204eB0x3a1eB0x3578B0x27cfB0x1bc4
0x201cB0x3a1eB0x3578B0x27cfB0x1bc4	0x202eB0x3a1eB0x3578B0x27cfB0x1bc4
0x202eB0x3a30B0x3578B0x27cfB0x1bc4	0x2041B0x3a30B0x3578B0x27cfB0x1bc4
0x2041B0x3a30B0x3578B0x27cfB0x1bc4	0x204eB0x3a30B0x3578B0x27cfB0x1bc4
0x201cB0x3a30B0x3578B0x27cfB0x1bc4	0x202eB0x3a30B0x3578B0x27cfB0x1bc4
0x253dB0x137adB0x1bc4	0x254bB0x137adB0x1bc4
0x1f42B0x252fB0x137adB0x1bc4	0x1f610x1f42B0x252fB0x137adB0x1bc4
0x1f65B0x2523B0x137adB0x1bc4	0x1f75B0x2523B0x137adB0x1bc4
0x3548B0x29180x2689B0x1bc4	0x3566B0x29180x2689B0x1bc4
0x1f42B0x352dB0x29180x2689B0x1bc4	0x1f610x1f42B0x352dB0x29180x2689B0x1bc4
0x1f65B0x353bB0x29180x2689B0x1bc4	0x1f75B0x353bB0x29180x2689B0x1bc4
0x1f65B0x351eB0x29180x2689B0x1bc4	0x1f75B0x351eB0x29180x2689B0x1bc4
0x3469B0x29610x2689B0x1bc4	0x3470B0x29610x2689B0x1bc4
0x3484B0x29610x2689B0x1bc4	0x348fB0x29610x2689B0x1bc4
0x345fB0x29610x2689B0x1bc4	0x3469B0x29610x2689B0x1bc4
0x3479B0x29610x2689B0x1bc4	0x3484B0x29610x2689B0x1bc4
0x202eB0x3470B0x29610x2689B0x1bc4	0x2041B0x3470B0x29610x2689B0x1bc4
0x2041B0x3470B0x29610x2689B0x1bc4	0x204eB0x3470B0x29610x2689B0x1bc4
0x201cB0x3470B0x29610x2689B0x1bc4	0x202eB0x3470B0x29610x2689B0x1bc4
0x3a3fB0x3456B0x29610x2689B0x1bc4	0x3a4cB0x3456B0x29610x2689B0x1bc4
0x3a28B0x3456B0x29610x2689B0x1bc4	0x3a30B0x3456B0x29610x2689B0x1bc4
0x3a39B0x3456B0x29610x2689B0x1bc4	0x3a3fB0x3456B0x29610x2689B0x1bc4
0x202eB0x3a1eB0x3456B0x29610x2689B0x1bc4	0x2041B0x3a1eB0x3456B0x29610x2689B0x1bc4
0x2041B0x3a1eB0x3456B0x29610x2689B0x1bc4	0x204eB0x3a1eB0x3456B0x29610x2689B0x1bc4
0x201cB0x3a1eB0x3456B0x29610x2689B0x1bc4	0x202eB0x3a1eB0x3456B0x29610x2689B0x1bc4
0x202eB0x3a30B0x3456B0x29610x2689B0x1bc4	0x2041B0x3a30B0x3456B0x29610x2689B0x1bc4
0x2041B0x3a30B0x3456B0x29610x2689B0x1bc4	0x204eB0x3a30B0x3456B0x29610x2689B0x1bc4
0x201cB0x3a30B0x3456B0x29610x2689B0x1bc4	0x202eB0x3a30B0x3456B0x29610x2689B0x1bc4
0x253dB0x29710x2689B0x1bc4	0x254bB0x29710x2689B0x1bc4
0x1f42B0x252fB0x29710x2689B0x1bc4	0x1f610x1f42B0x252fB0x29710x2689B0x1bc4
0x1f65B0x2523B0x29710x2689B0x1bc4	0x1f75B0x2523B0x29710x2689B0x1bc4
0x3548B0x297b0x2689B0x1bc4	0x3566B0x297b0x2689B0x1bc4
0x1f42B0x352dB0x297b0x2689B0x1bc4	0x1f610x1f42B0x352dB0x297b0x2689B0x1bc4
0x1f65B0x353bB0x297b0x2689B0x1bc4	0x1f75B0x353bB0x297b0x2689B0x1bc4
0x1f65B0x351eB0x297b0x2689B0x1bc4	0x1f75B0x351eB0x297b0x2689B0x1bc4
0x3408B0x26c3B0x1bc4	0x3410B0x26c3B0x1bc4
0x33edB0x26c3B0x1bc4	0x33f5B0x26c3B0x1bc4
0x33fdB0x26c3B0x1bc4	0x3408B0x26c3B0x1bc4
0x341bB0x26c3B0x1bc4	0x3424B0x26c3B0x1bc4
0x202eB0x33e2B0x26c3B0x1bc4	0x2041B0x33e2B0x26c3B0x1bc4
0x2041B0x33e2B0x26c3B0x1bc4	0x204eB0x33e2B0x26c3B0x1bc4
0x201cB0x33e2B0x26c3B0x1bc4	0x202eB0x33e2B0x26c3B0x1bc4
0x3a3fB0x33f5B0x26c3B0x1bc4	0x3a4cB0x33f5B0x26c3B0x1bc4
0x3a28B0x33f5B0x26c3B0x1bc4	0x3a30B0x33f5B0x26c3B0x1bc4
0x3a39B0x33f5B0x26c3B0x1bc4	0x3a3fB0x33f5B0x26c3B0x1bc4
0x202eB0x3a1eB0x33f5B0x26c3B0x1bc4	0x2041B0x3a1eB0x33f5B0x26c3B0x1bc4
0x2041B0x3a1eB0x33f5B0x26c3B0x1bc4	0x204eB0x3a1eB0x33f5B0x26c3B0x1bc4
0x201cB0x3a1eB0x33f5B0x26c3B0x1bc4	0x202eB0x3a1eB0x33f5B0x26c3B0x1bc4
0x202eB0x3a30B0x33f5B0x26c3B0x1bc4	0x2041B0x3a30B0x33f5B0x26c3B0x1bc4
0x2041B0x3a30B0x33f5B0x26c3B0x1bc4	0x204eB0x3a30B0x33f5B0x26c3B0x1bc4
0x201cB0x3a30B0x33f5B0x26c3B0x1bc4	0x202eB0x3a30B0x33f5B0x26c3B0x1bc4
0x3b53B0x13a48B0x26c3B0x1bc4	0x3b67B0x13a48B0x26c3B0x1bc4
0x3b67B0x13a48B0x26c3B0x1bc4	0x3b70B0x13a48B0x26c3B0x1bc4
0x3b4bB0x13a48B0x26c3B0x1bc4	0x3b53B0x13a48B0x26c3B0x1bc4
0x21a2B0x3b70B0x13a48B0x26c3B0x1bc4	0x21d2B0x3b70B0x13a48B0x26c3B0x1bc4
0x204fB0x3b89B0x13a48B0x26c3B0x1bc4	0x2061B0x3b89B0x13a48B0x26c3B0x1bc4
0x202eB0x3b95B0x13a48B0x26c3B0x1bc4	0x2041B0x3b95B0x13a48B0x26c3B0x1bc4
0x2041B0x3b95B0x13a48B0x26c3B0x1bc4	0x204eB0x3b95B0x13a48B0x26c3B0x1bc4
0x201cB0x3b95B0x13a48B0x26c3B0x1bc4	0x202eB0x3b95B0x13a48B0x26c3B0x1bc4
0x1f42B0x13bbaB0x13a48B0x26c3B0x1bc4	0x1f610x1f42B0x13bbaB0x13a48B0x26c3B0x1bc4
0x358bB0x3410B0x26c3B0x1bc4	0x3592B0x3410B0x26c3B0x1bc4
0x35a6B0x3410B0x26c3B0x1bc4	0x35cfB0x3410B0x26c3B0x1bc4
0x3581B0x3410B0x26c3B0x1bc4	0x358bB0x3410B0x26c3B0x1bc4
0x359bB0x3410B0x26c3B0x1bc4	0x35a6B0x3410B0x26c3B0x1bc4
0x35dcB0x3410B0x26c3B0x1bc4	0x35e0B0x3410B0x26c3B0x1bc4
0x35e0B0x3410B0x26c3B0x1bc4	0x361bB0x3410B0x26c3B0x1bc4
0x35cfB0x3410B0x26c3B0x1bc4	0x35d4B0x3410B0x26c3B0x1bc4
0x361bB0x3410B0x26c3B0x1bc4	0x3621B0x3410B0x26c3B0x1bc4
0x202eB0x3592B0x3410B0x26c3B0x1bc4	0x2041B0x3592B0x3410B0x26c3B0x1bc4
0x2041B0x3592B0x3410B0x26c3B0x1bc4	0x204eB0x3592B0x3410B0x26c3B0x1bc4
0x201cB0x3592B0x3410B0x26c3B0x1bc4	0x202eB0x3592B0x3410B0x26c3B0x1bc4
0x3a3fB0x3578B0x3410B0x26c3B0x1bc4	0x3a4cB0x3578B0x3410B0x26c3B0x1bc4
0x3a28B0x3578B0x3410B0x26c3B0x1bc4	0x3a30B0x3578B0x3410B0x26c3B0x1bc4
0x3a39B0x3578B0x3410B0x26c3B0x1bc4	0x3a3fB0x3578B0x3410B0x26c3B0x1bc4
0x202eB0x3a1eB0x3578B0x3410B0x26c3B0x1bc4	0x2041B0x3a1eB0x3578B0x3410B0x26c3B0x1bc4
0x2041B0x3a1eB0x3578B0x3410B0x26c3B0x1bc4	0x204eB0x3a1eB0x3578B0x3410B0x26c3B0x1bc4
0x201cB0x3a1eB0x3578B0x3410B0x26c3B0x1bc4	0x202eB0x3a1eB0x3578B0x3410B0x26c3B0x1bc4
0x202eB0x3a30B0x3578B0x3410B0x26c3B0x1bc4	0x2041B0x3a30B0x3578B0x3410B0x26c3B0x1bc4
0x2041B0x3a30B0x3578B0x3410B0x26c3B0x1bc4	0x204eB0x3a30B0x3578B0x3410B0x26c3B0x1bc4
0x201cB0x3a30B0x3578B0x3410B0x26c3B0x1bc4	0x202eB0x3a30B0x3578B0x3410B0x26c3B0x1bc4
0x3469B0x3424B0x26c3B0x1bc4	0x3470B0x3424B0x26c3B0x1bc4
0x3484B0x3424B0x26c3B0x1bc4	0x348fB0x3424B0x26c3B0x1bc4
0x345fB0x3424B0x26c3B0x1bc4	0x3469B0x3424B0x26c3B0x1bc4
0x3479B0x3424B0x26c3B0x1bc4	0x3484B0x3424B0x26c3B0x1bc4
0x202eB0x3470B0x3424B0x26c3B0x1bc4	0x2041B0x3470B0x3424B0x26c3B0x1bc4
0x2041B0x3470B0x3424B0x26c3B0x1bc4	0x204eB0x3470B0x3424B0x26c3B0x1bc4
0x201cB0x3470B0x3424B0x26c3B0x1bc4	0x202eB0x3470B0x3424B0x26c3B0x1bc4
0x3a3fB0x3456B0x3424B0x26c3B0x1bc4	0x3a4cB0x3456B0x3424B0x26c3B0x1bc4
0x3a28B0x3456B0x3424B0x26c3B0x1bc4	0x3a30B0x3456B0x3424B0x26c3B0x1bc4
0x3a39B0x3456B0x3424B0x26c3B0x1bc4	0x3a3fB0x3456B0x3424B0x26c3B0x1bc4
0x202eB0x3a1eB0x3456B0x3424B0x26c3B0x1bc4	0x2041B0x3a1eB0x3456B0x3424B0x26c3B0x1bc4
0x2041B0x3a1eB0x3456B0x3424B0x26c3B0x1bc4	0x204eB0x3a1eB0x3456B0x3424B0x26c3B0x1bc4
0x201cB0x3a1eB0x3456B0x3424B0x26c3B0x1bc4	0x202eB0x3a1eB0x3456B0x3424B0x26c3B0x1bc4
0x202eB0x3a30B0x3456B0x3424B0x26c3B0x1bc4	0x2041B0x3a30B0x3456B0x3424B0x26c3B0x1bc4
0x2041B0x3a30B0x3456B0x3424B0x26c3B0x1bc4	0x204eB0x3a30B0x3456B0x3424B0x26c3B0x1bc4
0x201cB0x3a30B0x3456B0x3424B0x26c3B0x1bc4	0x202eB0x3a30B0x3456B0x3424B0x26c3B0x1bc4
0x3b05B0x13a8fB0x26c3B0x1bc4	0x3b16B0x13a8fB0x26c3B0x1bc4
0x3b16B0x13a8fB0x26c3B0x1bc4	0x3b1eB0x13a8fB0x26c3B0x1bc4
0x1f26B0x3a64B0x13a8fB0x26c3B0x1bc4	0x1f3eB0x3a64B0x13a8fB0x26c3B0x1bc4
0x33c1B0x3af9B0x13a8fB0x26c3B0x1bc4	0x33c9B0x3af9B0x13a8fB0x26c3B0x1bc4
0x1f42B0x13b68B0x13a8fB0x26c3B0x1bc4	0x1f610x1f42B0x13b68B0x13a8fB0x26c3B0x1bc4
0x1f42B0x3a54B0x13a8fB0x26c3B0x1bc4	0x1f610x1f42B0x3a54B0x13a8fB0x26c3B0x1bc4
0x1f42B0x3b1eB0x13a8fB0x26c3B0x1bc4	0x1f610x1f42B0x3b1eB0x13a8fB0x26c3B0x1bc4
0x253dB0x3a8fB0x13a8fB0x26c3B0x1bc4	0x254bB0x3a8fB0x13a8fB0x26c3B0x1bc4
0x1f42B0x252fB0x3a8fB0x13a8fB0x26c3B0x1bc4	0x1f610x1f42B0x252fB0x3a8fB0x13a8fB0x26c3B0x1bc4
0x1f65B0x2523B0x3a8fB0x13a8fB0x26c3B0x1bc4	0x1f75B0x2523B0x3a8fB0x13a8fB0x26c3B0x1bc4
0x327dB0x29aeB0x1bc4	0x3285B0x29aeB0x1bc4
0x3263B0x29aeB0x1bc4	0x326bB0x29aeB0x1bc4
0x3273B0x29aeB0x1bc4	0x327dB0x29aeB0x1bc4
0x3297B0x29aeB0x1bc4	0x329fB0x29aeB0x1bc4
0x202eB0x3259B0x29aeB0x1bc4	0x2041B0x3259B0x29aeB0x1bc4
0x2041B0x3259B0x29aeB0x1bc4	0x204eB0x3259B0x29aeB0x1bc4
0x201cB0x3259B0x29aeB0x1bc4	0x202eB0x3259B0x29aeB0x1bc4
0x3a3fB0x326bB0x29aeB0x1bc4	0x3a4cB0x326bB0x29aeB0x1bc4
0x3a28B0x326bB0x29aeB0x1bc4	0x3a30B0x326bB0x29aeB0x1bc4
0x3a39B0x326bB0x29aeB0x1bc4	0x3a3fB0x326bB0x29aeB0x1bc4
0x202eB0x3a1eB0x326bB0x29aeB0x1bc4	0x2041B0x3a1eB0x326bB0x29aeB0x1bc4
0x2041B0x3a1eB0x326bB0x29aeB0x1bc4	0x204eB0x3a1eB0x326bB0x29aeB0x1bc4
0x201cB0x3a1eB0x326bB0x29aeB0x1bc4	0x202eB0x3a1eB0x326bB0x29aeB0x1bc4
0x202eB0x3a30B0x326bB0x29aeB0x1bc4	0x2041B0x3a30B0x326bB0x29aeB0x1bc4
0x2041B0x3a30B0x326bB0x29aeB0x1bc4	0x204eB0x3a30B0x326bB0x29aeB0x1bc4
0x201cB0x3a30B0x326bB0x29aeB0x1bc4	0x202eB0x3a30B0x326bB0x29aeB0x1bc4
0x3b53B0x13997B0x29aeB0x1bc4	0x3b67B0x13997B0x29aeB0x1bc4
0x3b67B0x13997B0x29aeB0x1bc4	0x3b70B0x13997B0x29aeB0x1bc4
0x3b4bB0x13997B0x29aeB0x1bc4	0x3b53B0x13997B0x29aeB0x1bc4
0x21a2B0x3b70B0x13997B0x29aeB0x1bc4	0x21d2B0x3b70B0x13997B0x29aeB0x1bc4
0x204fB0x3b89B0x13997B0x29aeB0x1bc4	0x2061B0x3b89B0x13997B0x29aeB0x1bc4
0x202eB0x3b95B0x13997B0x29aeB0x1bc4	0x2041B0x3b95B0x13997B0x29aeB0x1bc4
0x2041B0x3b95B0x13997B0x29aeB0x1bc4	0x204eB0x3b95B0x13997B0x29aeB0x1bc4
0x201cB0x3b95B0x13997B0x29aeB0x1bc4	0x202eB0x3b95B0x13997B0x29aeB0x1bc4
0x1f42B0x13bbaB0x13997B0x29aeB0x1bc4	0x1f610x1f42B0x13bbaB0x13997B0x29aeB0x1bc4
0x3469B0x329fB0x29aeB0x1bc4	0x3470B0x329fB0x29aeB0x1bc4
0x3484B0x329fB0x29aeB0x1bc4	0x348fB0x329fB0x29aeB0x1bc4
0x345fB0x329fB0x29aeB0x1bc4	0x3469B0x329fB0x29aeB0x1bc4
0x3479B0x329fB0x29aeB0x1bc4	0x3484B0x329fB0x29aeB0x1bc4
0x202eB0x3470B0x329fB0x29aeB0x1bc4	0x2041B0x3470B0x329fB0x29aeB0x1bc4
0x2041B0x3470B0x329fB0x29aeB0x1bc4	0x204eB0x3470B0x329fB0x29aeB0x1bc4
0x201cB0x3470B0x329fB0x29aeB0x1bc4	0x202eB0x3470B0x329fB0x29aeB0x1bc4
0x3a3fB0x3456B0x329fB0x29aeB0x1bc4	0x3a4cB0x3456B0x329fB0x29aeB0x1bc4
0x3a28B0x3456B0x329fB0x29aeB0x1bc4	0x3a30B0x3456B0x329fB0x29aeB0x1bc4
0x3a39B0x3456B0x329fB0x29aeB0x1bc4	0x3a3fB0x3456B0x329fB0x29aeB0x1bc4
0x202eB0x3a1eB0x3456B0x329fB0x29aeB0x1bc4	0x2041B0x3a1eB0x3456B0x329fB0x29aeB0x1bc4
0x2041B0x3a1eB0x3456B0x329fB0x29aeB0x1bc4	0x204eB0x3a1eB0x3456B0x329fB0x29aeB0x1bc4
0x201cB0x3a1eB0x3456B0x329fB0x29aeB0x1bc4	0x202eB0x3a1eB0x3456B0x329fB0x29aeB0x1bc4
0x202eB0x3a30B0x3456B0x329fB0x29aeB0x1bc4	0x2041B0x3a30B0x3456B0x329fB0x29aeB0x1bc4
0x2041B0x3a30B0x3456B0x329fB0x29aeB0x1bc4	0x204eB0x3a30B0x3456B0x329fB0x29aeB0x1bc4
0x201cB0x3a30B0x3456B0x329fB0x29aeB0x1bc4	0x202eB0x3a30B0x3456B0x329fB0x29aeB0x1bc4
0x358bB0x3285B0x29aeB0x1bc4	0x3592B0x3285B0x29aeB0x1bc4
0x35a6B0x3285B0x29aeB0x1bc4	0x35cfB0x3285B0x29aeB0x1bc4
0x3581B0x3285B0x29aeB0x1bc4	0x358bB0x3285B0x29aeB0x1bc4
0x359bB0x3285B0x29aeB0x1bc4	0x35a6B0x3285B0x29aeB0x1bc4
0x35dcB0x3285B0x29aeB0x1bc4	0x35e0B0x3285B0x29aeB0x1bc4
